station_id,latitude (degrees north),longitude (degrees east),date_time,wind_speed_cwind (m/s)
2868934,44.63899994,-124.5339966,2013-04-18T00:00:00Z,4.800000191
2868934,44.63899994,-124.5339966,2013-04-18T00:10:00Z,5.099999905
2868934,44.63899994,-124.5339966,2013-04-18T00:20:00Z,5.199999809
2868934,44.63899994,-124.5339966,2013-04-18T00:30:00Z,5.199999809
2868934,44.63899994,-124.5339966,2013-04-18T00:40:00Z,5.099999905
2868934,44.63899994,-124.5339966,2013-04-18T00:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T00:50:00Z,5.400000095
2868934,44.63899994,-124.5339966,2013-04-18T01:00:00Z,5.199999809
2868934,44.63899994,-124.5339966,2013-04-18T01:10:00Z,5.300000191
2868934,44.63899994,-124.5339966,2013-04-18T01:20:00Z,5.300000191
2868934,44.63899994,-124.5339966,2013-04-18T01:30:00Z,5.300000191
2868934,44.63899994,-124.5339966,2013-04-18T01:40:00Z,5.400000095
2868934,44.63899994,-124.5339966,2013-04-18T01:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T01:50:00Z,5.099999905
2868934,44.63899994,-124.5339966,2013-04-18T02:00:00Z,5.199999809
2868934,44.63899994,-124.5339966,2013-04-18T02:10:00Z,5.300000191
2868934,44.63899994,-124.5339966,2013-04-18T02:20:00Z,5.400000095
2868934,44.63899994,-124.5339966,2013-04-18T02:30:00Z,5.5
2868934,44.63899994,-124.5339966,2013-04-18T02:40:00Z,5.5
2868934,44.63899994,-124.5339966,2013-04-18T02:50:00Z,5.199999809
2868934,44.63899994,-124.5339966,2013-04-18T02:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T03:00:00Z,5.300000191
2868934,44.63899994,-124.5339966,2013-04-18T03:10:00Z,5.199999809
2868934,44.63899994,-124.5339966,2013-04-18T03:20:00Z,5.300000191
2868934,44.63899994,-124.5339966,2013-04-18T03:30:00Z,5.699999809
2868934,44.63899994,-124.5339966,2013-04-18T03:40:00Z,6
2868934,44.63899994,-124.5339966,2013-04-18T03:50:00Z,5.800000191
2868934,44.63899994,-124.5339966,2013-04-18T03:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T04:00:00Z,6
2868934,44.63899994,-124.5339966,2013-04-18T04:10:00Z,5.900000095
2868934,44.63899994,-124.5339966,2013-04-18T04:20:00Z,6
2868934,44.63899994,-124.5339966,2013-04-18T04:30:00Z,6.300000191
2868934,44.63899994,-124.5339966,2013-04-18T04:40:00Z,6
2868934,44.63899994,-124.5339966,2013-04-18T04:50:00Z,6
2868934,44.63899994,-124.5339966,2013-04-18T04:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T05:00:00Z,5.800000191
2868934,44.63899994,-124.5339966,2013-04-18T05:10:00Z,5.699999809
2868934,44.63899994,-124.5339966,2013-04-18T05:20:00Z,5.699999809
2868934,44.63899994,-124.5339966,2013-04-18T05:30:00Z,5.199999809
2868934,44.63899994,-124.5339966,2013-04-18T05:40:00Z,5.099999905
2868934,44.63899994,-124.5339966,2013-04-18T05:50:00Z,5.099999905
2868934,44.63899994,-124.5339966,2013-04-18T05:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T06:00:00Z,5.099999905
2868934,44.63899994,-124.5339966,2013-04-18T06:10:00Z,4.800000191
2868934,44.63899994,-124.5339966,2013-04-18T06:20:00Z,4.800000191
2868934,44.63899994,-124.5339966,2013-04-18T06:30:00Z,4.800000191
2868934,44.63899994,-124.5339966,2013-04-18T06:40:00Z,5
2868934,44.63899994,-124.5339966,2013-04-18T06:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T06:50:00Z,4.900000095
2868934,44.63899994,-124.5339966,2013-04-18T07:00:00Z,4.599999905
2868934,44.63899994,-124.5339966,2013-04-18T07:10:00Z,4.699999809
2868934,44.63899994,-124.5339966,2013-04-18T07:20:00Z,4.599999905
2868934,44.63899994,-124.5339966,2013-04-18T07:30:00Z,4.5
2868934,44.63899994,-124.5339966,2013-04-18T07:40:00Z,4.699999809
2868934,44.63899994,-124.5339966,2013-04-18T07:50:00Z,4.800000191
2868934,44.63899994,-124.5339966,2013-04-18T07:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T08:00:00Z,5
2868934,44.63899994,-124.5339966,2013-04-18T08:10:00Z,4.900000095
2868934,44.63899994,-124.5339966,2013-04-18T08:20:00Z,4.800000191
2868934,44.63899994,-124.5339966,2013-04-18T08:30:00Z,4.599999905
2868934,44.63899994,-124.5339966,2013-04-18T08:40:00Z,4.199999809
2868934,44.63899994,-124.5339966,2013-04-18T08:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T08:50:00Z,4.300000191
2868934,44.63899994,-124.5339966,2013-04-18T09:00:00Z,4.5
2868934,44.63899994,-124.5339966,2013-04-18T09:10:00Z,4.800000191
2868934,44.63899994,-124.5339966,2013-04-18T09:20:00Z,5
2868934,44.63899994,-124.5339966,2013-04-18T09:30:00Z,4.900000095
2868934,44.63899994,-124.5339966,2013-04-18T09:40:00Z,5
2868934,44.63899994,-124.5339966,2013-04-18T09:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T09:50:00Z,4.699999809
2868934,44.63899994,-124.5339966,2013-04-18T10:00:00Z,4.699999809
2868934,44.63899994,-124.5339966,2013-04-18T10:10:00Z,4.5
2868934,44.63899994,-124.5339966,2013-04-18T10:20:00Z,4.300000191
2868934,44.63899994,-124.5339966,2013-04-18T10:30:00Z,4.099999905
2868934,44.63899994,-124.5339966,2013-04-18T10:40:00Z,4.199999809
2868934,44.63899994,-124.5339966,2013-04-18T10:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T10:50:00Z,4.199999809
2868934,44.63899994,-124.5339966,2013-04-18T11:00:00Z,4.300000191
2868934,44.63899994,-124.5339966,2013-04-18T11:10:00Z,4.400000095
2868934,44.63899994,-124.5339966,2013-04-18T11:20:00Z,4.199999809
2868934,44.63899994,-124.5339966,2013-04-18T11:30:00Z,4.099999905
2868934,44.63899994,-124.5339966,2013-04-18T11:40:00Z,4.5
2868934,44.63899994,-124.5339966,2013-04-18T11:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T11:50:00Z,4.400000095
2868934,44.63899994,-124.5339966,2013-04-18T12:00:00Z,3.900000095
2868934,44.63899994,-124.5339966,2013-04-18T12:10:00Z,3.599999905
2868934,44.63899994,-124.5339966,2013-04-18T12:20:00Z,3.099999905
2868934,44.63899994,-124.5339966,2013-04-18T12:30:00Z,2.700000048
2868934,44.63899994,-124.5339966,2013-04-18T12:40:00Z,2.400000095
2868934,44.63899994,-124.5339966,2013-04-18T12:50:00Z,2.200000048
2868934,44.63899994,-124.5339966,2013-04-18T12:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T13:00:00Z,2.299999952
2868934,44.63899994,-124.5339966,2013-04-18T13:10:00Z,2.599999905
2868934,44.63899994,-124.5339966,2013-04-18T13:20:00Z,2.299999952
2868934,44.63899994,-124.5339966,2013-04-18T13:30:00Z,2.299999952
2868934,44.63899994,-124.5339966,2013-04-18T13:40:00Z,2
2868934,44.63899994,-124.5339966,2013-04-18T13:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T13:50:00Z,1.700000048
2868934,44.63899994,-124.5339966,2013-04-18T14:00:00Z,1.899999976
2868934,44.63899994,-124.5339966,2013-04-18T14:10:00Z,1.799999952
2868934,44.63899994,-124.5339966,2013-04-18T14:20:00Z,1.700000048
2868934,44.63899994,-124.5339966,2013-04-18T14:30:00Z,1.299999952
2868934,44.63899994,-124.5339966,2013-04-18T14:40:00Z,1
2868934,44.63899994,-124.5339966,2013-04-18T14:50:00Z,0.600000024
2868934,44.63899994,-124.5339966,2013-04-18T14:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T15:00:00Z,0.400000006
2868934,44.63899994,-124.5339966,2013-04-18T15:10:00Z,0.300000012
2868934,44.63899994,-124.5339966,2013-04-18T15:20:00Z,0
2868934,44.63899994,-124.5339966,2013-04-18T15:30:00Z,0.300000012
2868934,44.63899994,-124.5339966,2013-04-18T15:40:00Z,0.100000001
2868934,44.63899994,-124.5339966,2013-04-18T15:50:00Z,0.300000012
2868934,44.63899994,-124.5339966,2013-04-18T15:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T16:00:00Z,0.600000024
2868934,44.63899994,-124.5339966,2013-04-18T16:10:00Z,0.699999988
2868934,44.63899994,-124.5339966,2013-04-18T16:20:00Z,1.100000024
2868934,44.63899994,-124.5339966,2013-04-18T16:30:00Z,1.299999952
2868934,44.63899994,-124.5339966,2013-04-18T16:40:00Z,1.600000024
2868934,44.63899994,-124.5339966,2013-04-18T16:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T16:50:00Z,1.799999952
2868934,44.63899994,-124.5339966,2013-04-18T17:00:00Z,1.600000024
2868934,44.63899994,-124.5339966,2013-04-18T17:10:00Z,1.700000048
2868934,44.63899994,-124.5339966,2013-04-18T17:20:00Z,1.600000024
2868934,44.63899994,-124.5339966,2013-04-18T17:30:00Z,1.899999976
2868934,44.63899994,-124.5339966,2013-04-18T17:40:00Z,1.799999952
2868934,44.63899994,-124.5339966,2013-04-18T17:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T17:50:00Z,1.700000048
2868934,44.63899994,-124.5339966,2013-04-18T18:00:00Z,1.600000024
2868934,44.63899994,-124.5339966,2013-04-18T18:10:00Z,2.099999905
2868934,44.63899994,-124.5339966,2013-04-18T18:20:00Z,2.299999952
2868934,44.63899994,-124.5339966,2013-04-18T18:30:00Z,2.299999952
2868934,44.63899994,-124.5339966,2013-04-18T18:40:00Z,2.099999905
2868934,44.63899994,-124.5339966,2013-04-18T18:50:00Z,
2868934,44.63899994,-124.5339966,2013-04-18T18:50:00Z,2
2868934,44.63899994,-124.5339966,2013-04-18T19:00:00Z,2.099999905
2868934,44.63899994,-124.5339966,2013-04-18T19:10:00Z,2.099999905
